City,State,Zip,Bank,BankState,NAICS,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,Defaulted
Collingdale,PA,19023,MANUFACTURERS & TRADERS TR CO,NY,562910,75,2,2.0,0,2,73675,1,N,N,130000.0,0.0,130000.0,65000.0,0
PLYMOUTH,WI,53073,U.S. BANK NATIONAL ASSOCIATION,WI,0,240,20,1.0,0,0,1,0,N,N,170000.0,0.0,170000.0,136000.0,0
SAINT LOUIS PARK,MN,55416,"READYCAP LENDING, LLC",CA,0,50,2,2.0,0,0,72590,0,0,N,450000.0,0.0,450000.0,337500.0,1
Canal Winchester,OH,43110,THE HUNTINGTON NATIONAL BANK,OH,811121,35,1,1.0,0,0,0,1,Y,N,35000.0,0.0,25000.0,12500.0,1
PHILADELPHIA,PA,19147,WELLS FARGO BANK NATL ASSOC,PA,0,84,1,1.0,0,0,0,0,N,N,76500.0,0.0,76500.0,68850.0,1
Madera,CA,93636,PREMIER VALLEY BANK,CA,424480,13,1,2.0,1,1,0,1,N,N,350000.0,0.0,350000.0,315000.0,0
VISTA,CA,92083,PACIFIC WESTERN BANK,CA,811192,302,1,2.0,0,0,1,0,N,N,464000.0,0.0,464000.0,371200.0,0
BATON ROUGE,LA,70817,WHITNEY BANK,MS,333311,84,2,2.0,0,0,1,1,N,N,166000.0,0.0,166000.0,124500.0,0
HOUSTON,TX,77007,MUTUAL OF OMAHA BANK,AZ,722110,288,1,2.0,15,1,1,1,0,N,700400.0,0.0,700400.0,525300.0,0
Carencro,LA,70520,GULF COAST BANK,LA,541320,12,4,1.0,0,0,0,1,N,N,50000.0,0.0,50000.0,42500.0,0
BROOMFIELD,CO,80020,KEYBANK NATIONAL ASSOCIATION,OH,423320,84,5,1.0,0,5,1,1,Y,N,354794.0,0.0,150000.0,75000.0,0
TWINSBURG,OH,44087,"PNC BANK, NATIONAL ASSOCIATION",OH,524298,84,4,1.0,0,4,1,1,0,N,205500.0,0.0,205500.0,154125.0,0
ACRA,NY,12405,EMPIRE ST. CERT. DEVEL CORP,NY,721110,240,5,2.0,3,0,1,2,0,N,218000.0,0.0,218000.0,218000.0,0
MORRISTOWN,NJ,7963,FIRST NIAGARA BANK NATL ASSOC,NY,445110,84,5,1.0,0,5,1,1,Y,N,100000.0,0.0,100000.0,50000.0,0
PIKEVILLE,KY,41501,"COMMUNITY TRUST BANK, INC.",KY,0,84,6,1.0,0,0,1,0,N,N,200000.0,0.0,200000.0,180000.0,0
CHICAGO,IL,60641,BBCN BANK,IL,0,84,13,2.0,0,0,1,0,N,Y,55000.0,0.0,55000.0,44000.0,0
BONNEY LAKE,WA,98390,CATHAY BANK,CA,722110,123,12,2.0,0,0,1,1,0,Y,150000.0,0.0,150000.0,127500.0,0
WALTHAM,MA,2453,BANK OF AMERICA NATL ASSOC,RI,233210,48,4,1.0,0,4,1,1,Y,N,64572.0,0.0,25000.0,12500.0,0
OMAHA,NE,68154,"UMB BANK, NATIONAL ASSOCIATION",NE,233110,60,6,2.0,0,0,1,1,0,Y,90000.0,0.0,90000.0,76500.0,0
CINCINNATI,OH,45236,"SUPERIOR FINANCIAL GROUP, LLC",CA,523930,120,5,1.0,0,5,0,1,N,,10000.0,0.0,10000.0,8500.0,0
CARTHAGE,MS,39051,BANK OF WALNUT GROVE,MS,112320,180,2,2.0,0,0,1,0,N,N,402000.0,0.0,402000.0,337680.0,0
OTTUMWA,IA,52501,WELLS FARGO BANK NATL ASSOC,IA,0,48,35,1.0,0,0,1,0,N,Y,31000.0,0.0,31000.0,27900.0,0
MCALLEN,TX,78501,TEXAS ST. BANK A DIVISION OF,TX,448150,120,3,2.0,0,0,1,1,0,Y,68600.0,0.0,68600.0,58310.0,0
ELLISVILLE,MS,39437,"COMMUNITY BANK, ELLISVILLE",MS,112320,180,2,1.0,0,0,1,0,N,Y,100000.0,0.0,100000.0,80000.0,0
GRANITE CITY,IL,62040,THE BANK OF EDWARDSVILLE,IL,0,84,8,2.0,0,0,1,0,0,Y,150000.0,0.0,150000.0,112500.0,0
DANBURY,CT,6810,FAIRFIELD COUNTY BANK,CT,722110,60,10,1.0,0,10,1,1,Y,N,15000.0,0.0,15000.0,7500.0,0
NAPA,CA,94558,BANK OF THE WEST,CA,713940,300,61,1.0,0,0,1,0,N,N,1445000.0,0.0,1445000.0,749998.0,0
FOREST,MS,39074,THE BANK OF FOREST,MS,112320,180,2,1.0,0,0,1,2,N,N,303000.0,0.0,303000.0,227250.0,0
JOHNSTOWN,PA,15906,FIRST COMMONWEALTH BANK,PA,311822,84,15,1.0,0,0,1,0,N,N,41000.0,0.0,41000.0,32800.0,0
SPOKANE,WA,99210,U.S. BANK NATIONAL ASSOCIATION,OH,0,36,24,1.0,0,0,1,0,N,N,155000.0,0.0,155000.0,139500.0,0
CHARLESTON,SC,29403,CERTIFIED DEVEL CORP OF SO. CA,SC,721191,240,9,2.0,9,9,1,1,N,N,374000.0,0.0,385000.0,385000.0,0
BURTON,MI,48529,FIFTH THIRD BANK,OH,421440,36,3,2.0,3,3,1,1,T,N,177835.0,0.0,150000.0,75000.0,0
GREENLAND,NH,3840,CITIZENS BANK NATL ASSOC,NH,561730,60,4,1.0,0,0,1,0,0,N,15000.0,0.0,15000.0,7500.0,0
ELMHURST,NY,11323,BANCO POPULAR NORTH AMERICA,NY,485310,180,1,1.0,0,0,1,0,N,N,68000.0,0.0,68000.0,54400.0,0
LAS VEGAS,NV,89108,BBCN BANK,CA,561740,23,1,1.0,0,1,1,0,0,N,7500.0,0.0,7500.0,6375.0,1
CLIFTON SPRINGS,NY,14432,COMMUNITY BANK NATL ASSOC,NY,233210,84,5,1.0,0,0,1,0,N,N,43000.0,0.0,43000.0,38700.0,0
CAMBRIDGE,OH,43725,CAPITAL ONE NATL ASSOC,VA,722213,67,12,1.0,2,12,0,2,N,N,50000.0,0.0,50000.0,25000.0,1
ORR,MN,55771,AMERICAN BANK OF THE NORTH,MN,113310,84,12,1.0,2,8,1,1,Y,N,670330.0,0.0,250000.0,125000.0,0
IOWA CITY,IA,52240,WELLS FARGO BANK NATL ASSOC,IA,812310,84,3,1.0,0,0,0,0,N,N,30000.0,0.0,30000.0,22500.0,0
PISCATAWAY,NJ,8854,"PNC BANK, NATIONAL ASSOCIATION",DE,333512,1,2,2.0,0,2,0,1,Y,N,16200.0,0.0,10000.0,5000.0,1
DEARBORN,MI,48121,JPMORGAN CHASE BANK NATL ASSOC,IL,531312,84,12,1.0,2,0,0,1,N,N,99177.0,0.0,100000.0,50000.0,0
TORRANCE,CA,90505,MUFG UNION BANK NATL ASSOC,CA,445310,120,1,1.0,1,1,1,1,0,N,124000.0,0.0,124000.0,105400.0,0
ROSWELL,GA,30076,CITIZENS TRUST BANK,GA,713940,24,1,2.0,0,0,1,0,N,Y,20000.0,0.0,20000.0,16000.0,0
STATEN ISLAND (BOROUGH OF NEW,NY,10302,RICHMOND CNTY SAVINGS BANK A D,NY,446130,48,5,1.0,0,5,1,1,Y,N,105549.0,0.0,100000.0,50000.0,0
RENTON,WA,98055,WELLS FARGO BANK NATL ASSOC,SD,235110,11,7,1.0,0,0,1,0,N,N,40362.0,0.0,50000.0,45000.0,0
HUNTSVILLE,AL,35810,WELLS FARGO BANK NATL ASSOC,SD,235990,36,7,1.0,0,0,1,1,N,N,100000.0,0.0,100000.0,85000.0,0
PATTERSON,NY,12563,CITIZENS BANK NATL ASSOC,RI,561730,62,18,1.0,0,18,0,1,N,N,50000.0,0.0,50000.0,25000.0,1
ST. LOUIS,MO,63116,MIDWEST BANKCENTRE,MO,0,84,3,2.0,0,0,1,0,N,Y,45000.0,0.0,45000.0,40500.0,0
HOBBS,NM,88240,WESTERN COMMERCE BANK,NM,444220,84,3,1.0,0,3,1,2,Y,N,90000.0,0.0,25000.0,12500.0,0
LA JOLLA,CA,92037,PACIFIC WESTERN BANK,CA,448130,111,2,1.0,2,2,1,1,0,N,80000.0,0.0,80000.0,64000.0,0
KAILUA KONA (CENSUS NAME KAILU,HI,96740,CENTRAL PACIFIC BANK,HI,451110,71,2,1.0,0,2,1,1,Y,N,66229.0,0.0,50000.0,25000.0,0
FREMONT (CENTERVILLE),CA,94538,INNOVATIVE BANK,CA,611620,84,15,1.0,0,15,1,1,0,N,10000.0,0.0,10000.0,8500.0,0
HOUSTON,TX,77002,BANK OF AMERICA NATL ASSOC,TX,0,84,3,1.0,0,0,1,0,0,N,20000.0,0.0,20000.0,10000.0,0
WINNEMUCCA,NV,89445,U.S. BANK NATIONAL ASSOCIATION,OH,441221,84,9,1.0,0,9,1,1,Y,N,50000.0,0.0,50000.0,25000.0,0
ORLANDO,FL,32839,COMERICA BANK,TX,722211,71,22,2.0,18,20,9235,1,0,N,473000.0,0.0,473000.0,354750.0,1
PAWTUCKET,RI,2861,"READYCAP LENDING, LLC",CA,812310,58,3,2.0,0,0,1,0,N,Y,100000.0,0.0,100000.0,80000.0,1
TALLAHASSEE,FL,32312,GE CAP. SMALL BUS. FINAN CORP,TX,0,84,2,2.0,2,2,29600,1,0,N,136800.0,0.0,136800.0,102600.0,0
ARCATA,CA,95521,HERITAGE BANK OF COMMERCE,CA,721110,300,4,1.0,0,4,1,2,0,N,560000.0,0.0,560000.0,420000.0,0
BLOOMINGTON,MN,55420,FIDELITY BANK,MN,0,12,4,1.0,0,0,1,1,N,N,1000000.0,0.0,1000000.0,750000.0,0
CLEMMONS,NC,27012,BRANCH BK. & TR CO,NC,446110,84,4,1.0,0,4,0,2,N,N,192000.0,0.0,192000.0,96000.0,0
HOUSTON,TX,77002,COMERICA BANK,TX,812320,90,13,1.0,0,0,1,1,N,N,88000.0,0.0,88000.0,70400.0,0
BUFFALO,NY,14226,HSBC BK USA NATL ASSOC,NY,621210,84,1,2.0,0,1,0,1,Y,N,75000.0,0.0,50000.0,25000.0,0
ORLANDO,FL,32805,BBCN BANK,CA,448120,64,1,1.0,1,2,0,1,N,N,25000.0,0.0,25000.0,21250.0,1
BRUMLEY,MO,65017,CENTRAL BK OF LAKE OF OZARKS,MO,722110,34,25,1.0,0,0,1,1,0,Y,25000.0,0.0,25000.0,21250.0,1
MERRIMAC,WI,53561,STATE BANK OF CROSS PLAINS,WI,237110,84,15,1.0,0,15,0,1,Y,N,930351.0,0.0,250000.0,125000.0,0
HILLSBOROUGH,NJ,8844,PEAPACK-GLADSTONE BANK,NJ,333511,120,13,1.0,0,0,1,2,N,N,250000.0,0.0,250000.0,187500.0,0
HARLAN,IA,51537,MIDSTATES BANK NATL ASSOC,IA,444130,120,4,1.0,0,0,1,0,N,N,148837.0,0.0,160000.0,136000.0,0
OMAHA,NE,68154,FIRST NATIONAL BANK OF OMAHA,NE,0,60,10,2.0,0,0,1,0,N,N,52000.0,0.0,52000.0,46800.0,0
REEDS SPRING,MO,65737,PEOPLES BANK OF THE OZARKS,MO,512110,60,2,1.0,0,0,1,1,0,Y,30000.0,0.0,30000.0,24000.0,0
PASADENA,CA,91107,SBA - EDF ENFORCEMENT ACTION,CO,541940,240,10,1.0,4,10,1,1,0,N,575000.0,0.0,575000.0,575000.0,0
MANSFIELD,TX,76063,WOODHAVEN NATIONAL BANK,TX,811111,111,2,1.0,0,2,1,0,0,N,63000.0,0.0,63000.0,50400.0,1
MIAMI,FL,33178,BANCO POPULAR NATL ASSOC,FL,561910,120,2,1.0,0,0,61400,1,0,Y,118500.0,0.0,118500.0,100725.0,0
NORTH BRANFORD,CT,6471,"READYCAP LENDING, LLC",CA,811111,300,8,1.0,0,8,1,1,0,N,236000.0,0.0,236000.0,177000.0,0
FORT LAUDERDALE,FL,33351,BANK OF AMERICA NATL ASSOC,NC,423990,36,3,1.0,0,3,0,1,N,N,40000.0,0.0,40000.0,20000.0,0
HOUSTON,TX,77040,,,422450,36,4,1.0,0,0,1,0,0,N,50000.0,0.0,50000.0,25000.0,0
COHOES,NY,12047,CITIZENS BANK NATL ASSOC,RI,451120,54,3,1.0,0,3,0,1,N,N,36397.0,0.0,40000.0,20000.0,1
ROUND ROCK,TX,78681,BANK OF AMERICA NATL ASSOC,NC,541690,84,4,2.0,0,4,1,2,Y,N,24000.0,0.0,10000.0,5000.0,0
PLATO,MN,55370,CITIZENS BANK & TRUST CO,MN,323114,16,4,1.0,0,0,1,2,0,Y,60000.0,0.0,60000.0,51000.0,1
AUSTIN,TX,78758,BANK OF AMERICA NATL ASSOC,NC,561990,84,7,2.0,0,7,1,1,0,N,150000.0,0.0,150000.0,75000.0,0
ORLANDO,FL,32808,"READYCAP LENDING, LLC",CA,722211,120,17,1.0,0,0,24850,1,N,N,320000.0,0.0,320000.0,240000.0,0
PHOENIX,AZ,85040,JPMORGAN CHASE BANK NATL ASSOC,IL,423840,84,3,2.0,1,3,0,1,Y,N,84550.0,0.0,25000.0,12500.0,0
MIAMI,FL,33186,BANK OF AMERICA NATL ASSOC,NC,811121,84,7,1.0,1,8,1,1,Y,N,50000.0,0.0,50000.0,25000.0,0
HILL CITY,SD,57745,FIRST INTERSTATE BANK,SD,0,240,7,2.0,0,0,1,0,N,N,495000.0,0.0,495000.0,371250.0,0
BECKER,MN,55308,MINNESOTA BUS. FINAN CORP,MN,115210,240,6,2.0,6,0,1,2,N,N,196000.0,0.0,196000.0,196000.0,0
GARDENA,CA,90249,MUFG UNION BANK NATL ASSOC,CA,811310,84,6,1.0,0,6,1,1,Y,N,29749.0,0.0,20000.0,10000.0,0
IOWA CITY,IA,52240,MIDWESTONE BANK,IA,445291,84,2,2.0,1,0,1,1,0,N,36000.0,0.0,36000.0,18000.0,0
BOW (BOW MILLS),NH,3304,CAPITAL REGIONAL DEVEL COUNCIL,NH,441120,240,1,1.0,5,0,1,2,0,N,198000.0,0.0,263000.0,263000.0,0
DALLAS,TX,75215,WELLS FARGO BANK NATL ASSOC,SD,541330,240,12,1.0,0,0,1,0,0,N,45900.0,0.0,45900.0,36720.0,0
Medina,WA,98039,REGAL FINANCIAL BANK,WA,445110,60,3,1.0,0,3,0,1,N,N,100000.0,0.0,100000.0,90000.0,0
WAKEFIELD,MA,1880,CITIZENS BANK NATL ASSOC,RI,812910,84,1,1.0,0,1,0,1,N,N,40000.0,0.0,40000.0,20000.0,0
MINOOKA,IL,60447,BMO HARRIS BK NATL ASSOC,IL,444130,90,5,2.0,0,0,1,0,N,N,180000.0,0.0,180000.0,153000.0,0
ATLANTA,GA,30345,CAPITAL PARTNERS CERT. DEVEL C,GA,0,240,23,2.0,23,0,1,0,N,N,1000000.0,0.0,1000000.0,1000000.0,0
NEW YORK,NY,10010,BANK OF AMERICA NATL ASSOC,NC,445120,48,1,2.0,0,1,0,1,Y,N,10000.0,0.0,10000.0,5000.0,0
BOLINGBROOK,IL,60490,BBCN BANK,CA,541611,45,2,2.0,0,2,1,1,0,N,15000.0,0.0,15000.0,12750.0,1
PAHRUMP,NV,89041,GE CAP. SMALL BUS. FINAN CORP,TX,624410,240,5,2.0,0,0,1,0,N,N,85000.0,0.0,85000.0,76500.0,0
GRAND PRAIRIE,TX,75050,LOANS FROM OLD CLOSED LENDERS,DC,514210,84,65,1.0,0,0,1,0,0,N,175000.0,0.0,175000.0,131250.0,0
JACKSONVILLE,FL,32207,BANK OF AMERICA NATL ASSOC,OR,713940,84,13,1.0,13,13,1,1,0,N,30000.0,0.0,30000.0,24000.0,0
READING,PA,19605,NATIONAL PENN BANK,PA,0,180,2,2.0,0,0,1,0,N,N,102000.0,0.0,102000.0,81600.0,0
LITTLE ROCK,AR,72205,SIMMONS FIRST NATIONAL BANK,AR,238990,24,1,1.0,2,1,50949,1,Y,N,15000.0,0.0,15000.0,7500.0,0
BLOOMINGTON,IL,61701,JPMORGAN CHASE BANK NATL ASSOC,IL,0,60,2,2.0,0,0,1,0,N,Y,25000.0,0.0,25000.0,21250.0,0
MANITOWOC,WI,54220,"M&I, A BRANCH OF",WI,445110,78,55,1.0,0,0,1,2,N,N,150000.0,0.0,150000.0,127500.0,1
WAUKESHA,WI,53188,ASSOCIATED BANK NATL ASSOC,WI,323122,67,24,1.0,0,0,1,0,N,N,292779.0,0.0,336500.0,269200.0,0
SHERMAN,TX,75090,TEXAS STAR BANK,TX,0,72,3,1.0,0,0,0,0,N,N,15000.0,0.0,15000.0,13500.0,1
ABILENE,TX,79602,COMPASS BANK,TX,541921,60,2,2.0,0,0,1,0,1,Y,11000.0,0.0,11000.0,8800.0,0
URBANA,OH,43078,THE HUNTINGTON NATIONAL BANK,OH,0,88,60,2.0,0,0,10643,0,N,N,185000.0,0.0,185000.0,157250.0,0
ELMA,WA,98541,HERITAGE BANK,WA,0,84,5,1.0,2,5,1,0,0,N,410000.0,0.0,410000.0,307500.0,0
HOUMA,LA,70364,SOUTH LOUISIANA BANK,LA,445120,63,5,2.0,0,0,1,1,0,Y,150000.0,0.0,150000.0,127500.0,0
BROOKLYN,NY,11225,BANCO POPULAR NORTH AMERICA,NY,485310,180,1,1.0,0,0,1,0,N,N,115000.0,0.0,115000.0,92000.0,0
MUSCATINE,IA,52761,FIRST NATL BK OF MUSCATINE,IA,0,60,7,1.0,0,0,1,0,N,N,27000.0,0.0,27000.0,24300.0,0
Anaheim,CA,92806,COMMUNITY BANK,CA,332322,84,8,1.0,1,8,0,1,Y,N,180000.0,0.0,150000.0,75000.0,0
MACCLENNY,FL,32063,CAPITAL ONE NATL ASSOC,VA,442110,84,9,1.0,0,0,1,1,N,N,35000.0,0.0,35000.0,17500.0,0
SHIRLEY,NY,11967,BANK OF AMERICA NATL ASSOC,NC,238990,63,4,2.0,1,4,0,1,T,N,10000.0,0.0,10000.0,5000.0,1
BOUNTIFUL,UT,80401,U.S. BANK NATIONAL ASSOCIATION,OH,621310,48,3,1.0,0,3,1,1,Y,N,111219.0,0.0,25000.0,12500.0,1
DALLAS,TX,75244,"BANK OF TEXAS, A DIVISION OF",TX,339911,84,50,1.0,0,0,1,0,N,N,250000.0,0.0,250000.0,207500.0,0
LAS VEGAS,NV,89106,BBCN BANK,CA,812112,4,14,1.0,2,14,1,0,0,N,10000.0,0.0,10000.0,8500.0,1
COLORADO SPRINGS,CO,80903,WELLS FARGO BANK NATL ASSOC,CO,561730,240,12,1.0,0,0,1,0,N,Y,100000.0,0.0,100000.0,90000.0,0
SAN DIEGO,CA,92108,PACIFIC WESTERN BANK,CA,0,84,13,1.0,0,0,1,0,N,N,75000.0,0.0,75000.0,63750.0,0
NEW YORK,NY,10014,BANK OF AMERICA NATL ASSOC,MA,421410,3,10,1.0,2,12,1,1,0,N,150000.0,0.0,150000.0,75000.0,0
READING,PA,19607,VIST BANK,PA,722211,252,1,1.0,0,1,1,2,0,N,250000.0,0.0,250000.0,187500.0,0
WAUKON,IA,52172,KERNDT BROTHERS SAVINGS BANK,IA,0,84,4,1.0,0,0,1,0,N,N,132000.0,0.0,132000.0,118800.0,0
HIALEAH,FL,33016,FLORIDA BUS. DEVEL CORP,FL,0,240,14,1.0,10,0,1,0,N,N,324000.0,0.0,324000.0,324000.0,0
CLOVERDALE,IN,46120,NORTH SALEM STATE BANK,IN,812990,60,4,1.0,0,4,1,2,0,N,41200.0,0.0,41200.0,20600.0,0
EAST FAIRFIELD,VT,5448,CHITTENDEN TR COMPANY A DIVISI,VT,0,200,4,1.0,0,0,1,2,N,N,170000.0,0.0,170000.0,127500.0,1
CORONA,CA,92883,SBA - EDF ENFORCEMENT ACTION,CO,423910,240,22,1.0,1,22,1,1,0,N,724000.0,0.0,724000.0,724000.0,0
PASSUMPSIC,VT,5861,BANK OF AMERICA NATL ASSOC,CT,0,36,2,1.0,0,0,1,0,N,N,40600.0,0.0,40600.0,36540.0,0
CLEVELAND,OH,44135,DOLLAR BANK A FED. SAVINGS BK,OH,327991,13,4,1.0,2,4,1,1,Y,N,50000.0,0.0,50000.0,25000.0,0
Southside,AL,35907,COMPASS BANK,AL,561730,84,12,1.0,0,12,0,1,Y,N,76011.0,0.0,50000.0,25000.0,0
BEACON FALLS,CT,6403,CONNECTICUT COMMUN INVEST CORP,CT,238990,240,28,1.0,5,0,1,2,0,N,742000.0,0.0,742000.0,742000.0,0
HOUSTON,TX,77081,BBCN BANK,CA,514199,84,1,1.0,1,1,1,1,0,N,5000.0,0.0,5000.0,4250.0,0
SAN RAFAEL,CA,94901,"WACHOVIA SBA LENDING, INC.",CA,422480,120,12,1.0,0,12,1,1,0,N,484000.0,0.0,484000.0,363000.0,0
MELBOURNE,FL,32935,FLORIDA BUS. DEVEL CORP,FL,421730,240,9,1.0,6,0,1,0,N,N,190000.0,0.0,190000.0,190000.0,0
FONTANA,CA,92336,SBA - EDF ENFORCEMENT ACTION,CO,445110,240,4,1.0,2,4,1,1,0,N,524000.0,0.0,524000.0,524000.0,0
BASTROP,TX,78602,"BUSINESS LOAN CENTER, LLC",SC,721110,300,3,1.0,0,3,1,1,0,N,800000.0,0.0,800000.0,600000.0,0
DENVER,CO,80216,WELLS FARGO BANK NATL ASSOC,SD,423940,84,5,1.0,0,5,0,1,N,N,30000.0,0.0,30000.0,15000.0,0
ROCHESTER,NY,14606,MANUFACTURERS & TRADERS TR CO,NY,333511,72,7,1.0,0,0,1,1,N,N,230000.0,0.0,230000.0,172500.0,0
OAKBROOK,IL,60523,WEST SUBURBAN BANK,IL,722211,84,6,1.0,0,0,27255,2,0,Y,85000.0,0.0,85000.0,72250.0,0
CURTICE,OH,43412,FIFTH THIRD BANK,OH,0,48,1,1.0,1,0,1,1,0,N,17000.0,0.0,17000.0,8500.0,0
KANSAS CITY,KS,66102,COMMUNITY FIRST BANK,KS,445310,120,12,1.0,0,0,1,0,N,N,500000.0,0.0,500000.0,375000.0,0
OXON HILL,MD,20745,UNITED BANK,VA,0,84,3,1.0,0,0,1,0,N,Y,65000.0,0.0,65000.0,58500.0,0
CANTON,MA,2021,CITIZENS BANK NATL ASSOC,RI,551112,84,11,1.0,0,11,1,1,Y,N,17664.0,0.0,5000.0,2500.0,0
Charlotte,MI,48813,"PNC BANK, NATIONAL ASSOCIATION",DE,423920,32,1,2.0,1,1,0,2,T,N,72721.0,0.0,20000.0,10000.0,1
TAMPA,FL,33619,BRANCH BK. & TR CO,NC,311611,240,42,1.0,0,0,1,0,N,N,1186000.0,0.0,1200000.0,750000.0,0
MARIETTA,GA,30008,INNOVATIVE BANK,CA,812990,84,1,1.0,0,1,1,1,0,N,10000.0,0.0,10000.0,5000.0,0
CHAPIN,SC,29036,BRANCH BK. & TR CO,NC,0,60,12,1.0,0,0,1,0,N,Y,100000.0,0.0,100000.0,80000.0,0
PAYSON,AZ,85541,COMPASS BANK,AL,236118,84,2,1.0,0,2,1,1,Y,N,39891.0,0.0,25000.0,12500.0,0
CLAFLIN,KS,67525,WILSON STATE BANK,KS,235930,60,2,1.0,0,0,1,0,N,N,71000.0,0.0,71000.0,56800.0,0
"EAST WENATCHEE,",WA,98802,WELLS FARGO BANK NATL ASSOC,SD,0,60,4,1.0,0,0,1,0,N,Y,30000.0,0.0,30000.0,24000.0,0
STATEN ISLAND,NY,10309,WELLS FARGO BANK NATL ASSOC,SD,236118,31,4,1.0,0,4,1,1,Y,N,11405.0,0.0,10000.0,5000.0,1
GOFFSTOWN,NH,3045,CITIZENS BANK NATL ASSOC,NH,713940,60,6,1.0,0,0,1,0,0,N,35000.0,0.0,35000.0,17500.0,0
RIVERSIDE,CA,92503,MUFG UNION BANK NATL ASSOC,CA,323114,72,1,2.0,0,0,1,1,Y,N,19534.0,0.0,10000.0,5000.0,1
PHOENIX,AZ,85032,WELLS FARGO BANK NATL ASSOC,SD,0,244,22,1.0,0,0,1,0,N,N,180000.0,0.0,213000.0,172530.0,0
PELHAM,AL,35124,COMPASS BANK,AL,0,62,1,2.0,0,0,1,0,N,Y,80000.0,0.0,80000.0,64000.0,0
LITTLE ELM,TX,75068,COMPASS BANK,AL,722110,120,6,1.0,0,6,1,2,0,N,97300.0,0.0,120000.0,102000.0,0
CHICAGO,IL,60610,JPMORGAN CHASE BANK NATL ASSOC,IL,485310,84,1,1.0,0,1,0,1,Y,N,68690.0,0.0,50000.0,25000.0,0
Wittenberg,WI,54499,ASSOCIATED BANK NATL ASSOC,WI,452990,84,2,2.0,6,2,0,1,N,N,56100.0,0.0,56100.0,28050.0,0
CARLSBAD,CA,92008,BANK OF AMERICA NATL ASSOC,NC,541613,40,9,1.0,0,9,0,1,Y,N,74908.0,0.0,50000.0,25000.0,1
ROCKVILLE,MD,20853,BANK OF AMERICA NATL ASSOC,NC,236116,67,5,1.0,0,5,0,1,T,N,12500.0,0.0,10000.0,5000.0,1
FLAGSTAFF,AZ,86003,WELLS FARGO BANK NATL ASSOC,SD,335312,84,14,1.0,0,0,1,0,,Y,75000.0,0.0,75000.0,67500.0,0
PORTLAND,OR,97229,BANK OF AMERICA NATL ASSOC,NC,531210,84,2,2.0,0,2,1,1,Y,N,10000.0,0.0,10000.0,5000.0,0
FRISCO,TX,75034,"BUSINESS LENDERS, LLC",CT,422910,240,16,1.0,3,16,1,1,0,N,264000.0,0.0,264000.0,198000.0,0
SAGINAW,MI,48601,CITIZENS BANK NATL ASSOC,RI,524210,31,3,1.0,4,7,0,1,Y,N,100000.0,0.0,100000.0,50000.0,1
PLYMOUTH,NH,3264,COMMUNITY GUARANTY SAVINGS BK,NH,0,300,1,1.0,0,0,1,0,N,N,180000.0,0.0,180000.0,135000.0,0
FREDERICKSBURG,VA,22406,CAPITAL ONE NATL ASSOC,VA,488190,84,10,1.0,1,10,1,2,Y,N,50131.0,0.0,50000.0,25000.0,0
NASHVILLE,TN,37203,SUNTRUST BANK,GA,541330,37,2,2.0,0,0,1,0,N,N,100000.0,0.0,100000.0,75000.0,0
MINNEAPOLIS,MN,55405,NORTH AMERICAN BANKING COMPANY,MN,451120,78,7,1.0,1,4,0,1,N,N,35000.0,0.0,35000.0,35000.0,0
LOS ANGELES,CA,91367,WELLS FARGO BANK NATL ASSOC,CA,621410,84,1,1.0,1,1,1,1,0,N,150000.0,0.0,150000.0,127500.0,0
SCOTTS VALLEY,CA,95066,WELLS FARGO BANK NATL ASSOC,SD,624410,300,13,1.0,2,13,1,0,0,N,425000.0,0.0,425000.0,318750.0,0
AUSTIN,TX,78704,"HORIZON BANK, SSB",TX,722320,36,20,1.0,5,5,1,1,Y,N,180000.0,0.0,75000.0,37500.0,0
OCEANSIDE,CA,92056,MID ST. DEVEL CORP,CA,0,240,17,1.0,7,0,1,0,N,N,203000.0,0.0,203000.0,203000.0,0
WATERTOWN,SD,57201,FIRST BANK & TRUST,SD,238140,60,3,2.0,0,0,1,1,0,Y,75000.0,0.0,75000.0,63750.0,0
KATY,TX,77450,WELLS FARGO BANK NATL ASSOC,SD,236118,5,1,1.0,1,2,1,1,Y,N,29907.0,0.0,25000.0,12500.0,1
SANTA FE SPRINGS,CA,90670,BBCN BANK,CA,237990,120,30,1.0,0,30,1,1,0,N,2000000.0,0.0,2000000.0,1500000.0,0
COLORADO SPRINGS,CO,80912,U.S. BANK NATIONAL ASSOCIATION,OH,236115,21,2,1.0,2,4,0,1,N,N,25000.0,0.0,25000.0,12500.0,1
MAYWOOD,CA,90270,"CITIBANK, N.A.",CA,0,168,18,1.0,0,0,1,0,N,N,584000.0,0.0,584000.0,467200.0,0
MINNETONKA,MN,55345,WELLS FARGO BANK NATL ASSOC,MN,0,84,3,1.0,0,0,1,1,N,N,88000.0,0.0,91000.0,72800.0,0
Indian Trail,NC,28079,"READYCAP LENDING, LLC",CA,722211,94,12,2.0,0,12,0,1,N,N,150000.0,0.0,150000.0,127500.0,1
LAKEWOOD,CO,80229,WELLS FARGO BANK NATL ASSOC,SD,514210,84,5,1.0,1,5,1,1,0,N,189400.0,0.0,189400.0,142050.0,0
